Standort,Bestand,Plot,Baumart,BHD,Hoehe
Conguillio,5,6,nd,105,
Conguillio,5,6,nd,45,
Conguillio,5,6,nd,65,
Conguillio,5,6,nd,76,
Conguillio,5,6,nd,78,
Conguillio,5,6,nd,31,
Conguillio,5,6,nd,37,
Conguillio,5,6,nd,56,
Conguillio,5,6,nd,42,
Conguillio,5,6,nd,25,
Conguillio,5,6,nd,46,
Conguillio,5,6,np,47,
Conguillio,5,6,np,31,20
Conguillio,5,7,aa,41,12
Conguillio,5,7,aa,59,14
Conguillio,5,7,aa,47,
Conguillio,5,7,nd,42,
Conguillio,5,7,nd,73,23
Conguillio,5,7,nd,34,14
Conguillio,5,7,nd,93,18
Conguillio,5,7,np,44,
Conguillio,5,7,np,41,
Conguillio,5,7,np,27,11
Conguillio,5,8,aa,15,
Conguillio,5,8,aa,24,
Conguillio,5,8,aa,94,
Conguillio,5,8,aa,79,
Conguillio,5,8,aa,49,19
Conguillio,5,8,nd,57,
Conguillio,5,8,nd,58,
Conguillio,5,8,nd,54,
Conguillio,5,8,nd,157,
Conguillio,5,8,nd,45,
Conguillio,5,8,nd,74,
Conguillio,5,8,nd,80,
Conguillio,5,8,nd,66,25
Conguillio,5,8,np,66,
Conguillio,5,8,np,58,16
Conguillio,5,9,aa,98,16
Conguillio,5,9,nd,95,
Conguillio,5,9,nd,68,
Conguillio,5,9,nd,183,28
Conguillio,5,9,nd,137,
Conguillio,5,9,np,32,
Conguillio,5,9,np,67,
Conguillio,5,9,np,65,11
Conguillio,5,10,aa,79,23
Conguillio,5,10,aa,77,
Conguillio,5,10,aa,79,
Conguillio,5,10,aa,72,
Conguillio,5,10,aa,88,
Conguillio,5,10,aa,75,
Conguillio,5,10,aa,74,18
Conguillio,5,10,nd,183,
Conguillio,5,10,nd,137,
Conguillio,5,10,nd,75,
Conguillio,5,10,nd,122,
Conguillio,5,10,nd,76,
Conguillio,5,10,nd,75,
Conguillio,5,10,nd,71,
Conguillio,5,10,nd,100,
Conguillio,5,10,nd,110,
Conguillio,5,10,nd,76,
Conguillio,5,10,nd,89,
Conguillio,5,10,nd,82,
Conguillio,5,10,nd,57,
Conguillio,5,10,nd,61,
Conguillio,5,10,nd,110,
Conguillio,5,10,nd,16,
Conguillio,5,11,aa,32,
Conguillio,5,11,aa,13,5
Conguillio,5,11,aa,49,
Conguillio,5,11,aa,81,19
Conguillio,5,11,nd,96,
Conguillio,5,11,nd,84,19
Conguillio,5,11,nd,187,
Conguillio,5,11,nd,191,35
Conguillio,5,11,np,22,9
Conguillio,5,11,np,75,22
Conguillio,5,12,aa,79,
Conguillio,5,12,aa,58,
Conguillio,5,12,aa,71,17
Conguillio,5,12,aa,79,
Conguillio,5,12,aa,74,
Conguillio,5,12,aa,63,
Conguillio,5,12,nd,183,
Conguillio,5,12,nd,191,34
Conguillio,5,12,nd,111,
Conguillio,5,12,nd,75,
Conguillio,5,12,nd,44,24
Conguillio,5,12,nd,48,
Conguillio,5,12,nd,40,
Conguillio,5,12,nd,36,
Conguillio,5,13,aa,110,23
Conguillio,5,13,aa,48,
Conguillio,5,13,aa,57,
Conguillio,5,13,aa,43,
Conguillio,5,13,aa,51,
Conguillio,5,13,aa,33,14
Conguillio,5,13,nd,24,11
Conguillio,5,13,nd,131,
Conguillio,5,13,nd,105,
Conguillio,5,13,nd,110,25
Conguillio,5,13,nd,82,
Conguillio,5,13,nd,183,
Conguillio,5,13,nd,191,34
Conguillio,5,13,nd,130,
Conguillio,5,13,nd,127,
Conguillio,5,13,nd,170,
Conguillio,5,13,nd,74,
Conguillio,5,14,aa,62,
Conguillio,5,14,aa,92,
Conguillio,5,14,aa,67,15
Conguillio,5,14,aa,73,
Conguillio,5,14,nd,130,
Conguillio,5,14,nd,127,
Conguillio,5,14,nd,36,
Conguillio,5,14,nd,59,
Conguillio,5,14,nd,61,17
Conguillio,5,15,aa,87,
Conguillio,5,15,aa,77,
Conguillio,5,15,aa,74,
Conguillio,5,15,aa,103,23
Conguillio,5,15,aa,73,
Conguillio,5,15,aa,77,
Conguillio,5,15,aa,33,12
Conguillio,5,15,nd,53,20
Conguillio,5,15,nd,54,
Conguillio,5,15,nd,67,
Conguillio,5,15,nd,53,
Conguillio,5,15,nd,79,
Conguillio,5,15,nd,87,
Conguillio,5,15,nd,40,
Conguillio,5,15,nd,74,
Conguillio,5,15,nd,77,
Conguillio,5,15,nd,111,
Conguillio,5,15,nd,70,
Conguillio,5,15,nd,124,
Conguillio,5,15,nd,40,
Conguillio,5,15,nd,146,27
Conguillio,5,16,aa,79,
Conguillio,5,16,aa,63,14
Conguillio,5,16,nd,100,
Conguillio,5,16,nd,51,
Conguillio,5,16,nd,35,
Conguillio,5,16,nd,81,15
Conguillio,5,16,nd,136,
Conguillio,5,16,nd,156,
Conguillio,5,17,aa,80,23
Conguillio,5,17,aa,62,18
Conguillio,5,17,aa,49,
Conguillio,5,17,aa,78,
Conguillio,5,17,aa,61,
Conguillio,5,17,nd,110,
Conguillio,5,17,nd,105,
Conguillio,5,17,nd,130,24
Conguillio,5,17,nd,74,
Conguillio,5,17,nd,80,
Conguillio,5,17,nd,105,
Conguillio,5,17,nd,80,
Conguillio,5,17,nd,97,
Conguillio,5,17,nd,171,30
Conguillio,5,17,nd,110,
Conguillio,5,17,np,43,
Conguillio,5,17,np,44,23
Conguillio,5,18,aa,68,
Conguillio,5,18,aa,14,8
Conguillio,5,18,nd,70,
Conguillio,5,18,nd,83,
Conguillio,5,18,nd,54,
Conguillio,5,18,nd,85,
Conguillio,5,18,nd,69,21
Conguillio,5,18,nd,82,
Conguillio,5,18,np,62,
Conguillio,5,19,aa,113,24
Conguillio,5,19,aa,27,13
Conguillio,5,19,nd,88,
Conguillio,5,19,nd,61,
Conguillio,5,19,nd,91,
Conguillio,5,19,nd,102,22
Conguillio,5,19,nd,83,
Conguillio,5,19,nd,94,
Conguillio,5,19,nd,47,
Conguillio,5,19,nd,65,
Conguillio,5,19,nd,60,
Conguillio,5,19,nd,51,
Conguillio,5,19,nd,46,
Conguillio,5,19,nd,59,
Conguillio,5,19,nd,79,
Conguillio,5,19,nd,79,
Conguillio,5,19,nd,84,
Conguillio,5,19,np,57,14
Conguillio,5,20,aa,44,11
Conguillio,5,20,aa,97,
Conguillio,5,20,nd,54,16
Conguillio,5,20,nd,52,
Conguillio,5,20,nd,63,
Conguillio,5,20,nd,58,
Conguillio,5,20,nd,62,
Conguillio,5,21,aa,27,8
Conguillio,5,21,aa,37,
Conguillio,5,21,aa,75,17
Conguillio,5,21,nd,130,
Conguillio,5,21,nd,160,21
Conguillio,5,21,nd,135,
Conguillio,5,21,nd,132,
Conguillio,5,21,nd,105,20
Conguillio,5,22,aa,59,
Conguillio,5,22,aa,48,
Conguillio,5,22,aa,39,15
Conguillio,5,22,aa,38,
Conguillio,5,22,aa,74,
Conguillio,5,22,aa,70,
Conguillio,5,22,aa,68,18
Conguillio,5,22,nd,58,
Conguillio,5,22,nd,94,
Conguillio,5,22,nd,70,
Conguillio,5,22,nd,42,
Conguillio,5,22,nd,61,
Conguillio,5,22,nd,66,
Conguillio,5,22,nd,91,
Conguillio,5,22,nd,77,
Conguillio,5,22,nd,116,24
Conguillio,5,22,nd,61,
Conguillio,5,22,nd,95,
Conguillio,5,22,nd,95,
Conguillio,5,22,nd,93,24
Conguillio,5,23,aa,70,16
Conguillio,5,23,aa,66,22
Conguillio,5,23,nd,134,20
Conguillio,5,23,nd,61,
Conguillio,5,23,nd,85,18
Conguillio,5,23,nd,89,
Conguillio,5,23,nd,63,
Conguillio,5,23,nd,50,14
Conguillio,5,24,aa,39,14
Conguillio,5,24,aa,68,
Conguillio,5,24,aa,70,
Conguillio,5,24,aa,59,
Conguillio,5,24,aa,62,
Conguillio,5,24,nd,53,
Conguillio,5,24,nd,39,
Conguillio,5,24,nd,70,
Conguillio,5,24,nd,137,
Conguillio,5,24,nd,40,
Conguillio,5,24,nd,79,
Conguillio,5,24,nd,65,
Conguillio,5,24,nd,134,
Conguillio,5,24,nd,71,
Conguillio,5,24,nd,108,
Conguillio,5,24,nd,58,
Conguillio,5,24,nd,105,
Conguillio,5,24,nd,185,
Conguillio,5,24,nd,60,24
Conguillio,5,24,nd,59,
Conguillio,5,24,nd,68,
Conguillio,5,25,aa,57,20
Conguillio,5,25,aa,57,
Conguillio,5,25,aa,37,18
Conguillio,5,25,nd,99,
Conguillio,5,25,nd,59,
Conguillio,5,25,nd,50,
Conguillio,5,25,nd,71,
Conguillio,5,25,nd,80,
Conguillio,5,25,nd,66,
Conguillio,5,25,nd,45,23
Conguillio,5,25,nd,89,
Conguillio,5,25,nd,217,27
Conguillio,5,26,aa,70,13
Conguillio,5,26,aa,120,
Conguillio,5,26,aa,130,
Conguillio,5,26,nd,58,
Conguillio,5,26,nd,105,
Conguillio,5,26,nd,74,
Conguillio,5,26,nd,100,24
Conguillio,5,26,np,50,
Conguillio,5,26,np,10,
Conguillio,5,26,np,6,
Malalcahuello,6,1,aa,96,16
Malalcahuello,6,1,np,57,20
Malalcahuello,6,1,np,34,
Malalcahuello,6,1,np,63,
Malalcahuello,6,1,np,60,
Malalcahuello,6,1,np,70,
Malalcahuello,6,1,np,37,
Malalcahuello,6,2,aa,74,19
Malalcahuello,6,2,aa,54,
Malalcahuello,6,2,aa,28,
Malalcahuello,6,2,aa,15,5
Malalcahuello,6,2,aa,37,
Malalcahuello,6,2,aa,35,
Malalcahuello,6,3,aa,166,22
Malalcahuello,6,3,aa,63,
Malalcahuello,6,3,aa,175,
Malalcahuello,6,3,np,72,13
Malalcahuello,6,3,np,62,
Malalcahuello,6,3,np,115,
Malalcahuello,6,3,np,58,
Malalcahuello,6,4,,,
Malalcahuello,6,5,aa,166,
Malalcahuello,6,5,aa,48,
Malalcahuello,6,5,aa,100,18
Malalcahuello,6,5,np,32,10
Malalcahuello,6,5,np,68,
Malalcahuello,6,6,aa,84,19
Malalcahuello,6,6,aa,69,
Malalcahuello,6,6,aa,57,10
Malalcahuello,6,6,np,25,6
Malalcahuello,6,6,np,74,22
Malalcahuello,6,6,np,91,
Malalcahuello,6,6,np,54,
Malalcahuello,6,7,aa,84,
Malalcahuello,6,7,aa,48,13
Malalcahuello,6,7,aa,46,
Malalcahuello,6,7,aa,75,
Malalcahuello,6,7,np,55,14
Malalcahuello,6,8,np,82,16
Malalcahuello,6,8,np,55,
Malalcahuello,6,8,np,51,10
Malalcahuello,6,9,aa,69,17
Malalcahuello,6,9,aa,86,
Malalcahuello,6,9,aa,53,
Malalcahuello,6,9,aa,65,
Malalcahuello,6,9,aa,99,
Malalcahuello,6,9,np,83,23
Malalcahuello,6,9,np,54,
Malalcahuello,6,9,np,51,
Malalcahuello,6,9,np,145,
Malalcahuello,6,11,aa,160,31
Malalcahuello,6,11,aa,80,
Malalcahuello,6,11,np,38,
Malalcahuello,6,11,np,67,20
Malalcahuello,6,11,np,82,
Malalcahuello,6,11,np,78,
Malalcahuello,6,11,np,76,
Malalcahuello,6,11,np,76,
Malalcahuello,6,12,np,,
Malalcahuello,6,13,aa,84,
Malalcahuello,6,13,aa,65,18
Malalcahuello,6,13,np,48,
Malalcahuello,6,13,np,46,9
Malalcahuello,6,13,np,31,
Malalcahuello,6,14,np,71,12
Malalcahuello,6,14,np,66,
Malalcahuello,6,14,np,65,
Malalcahuello,6,14,np,56,14
Malalcahuello,6,15,aa,87,11
Malalcahuello,6,15,aa,105,
Malalcahuello,6,15,np,46,
Malalcahuello,6,15,np,64,
Malalcahuello,6,15,np,51,7
Malalcahuello,6,16,np,17,8
Malalcahuello,6,16,np,7,
Malalcahuello,6,16,np,15,
Malalcahuello,6,16,np,63,
Malalcahuello,6,16,np,63,
Malalcahuello,6,17,aa,88,
Malalcahuello,6,17,np,86,
Malalcahuello,6,17,np,35,
Malalcahuello,6,18,aa,74,16
Malalcahuello,6,18,nd,103,21
Malalcahuello,6,18,np,65,19
Malalcahuello,6,19,,,
Malalcahuello,6,20,aa,37,16
Malalcahuello,6,20,aa,86,22
Malalcahuello,6,20,nd,95,16
Malalcahuello,6,20,nd,49,
Malalcahuello,6,20,np,3,2.5
Malalcahuello,6,20,np,13,
Malalcahuello,6,20,np,37,
Malalcahuello,6,20,np,32,
Malalcahuello,6,20,np,70,18
Malalcahuello,6,21,aa,68,
Malalcahuello,6,21,aa,93,21
Malalcahuello,6,21,aa,52,
Malalcahuello,6,21,np,34,
Malalcahuello,6,21,np,28,
Malalcahuello,6,21,np,27,
Malalcahuello,6,21,np,55,
Malalcahuello,6,21,np,53,
Malalcahuello,6,21,np,54,
Malalcahuello,6,21,np,16,
Malalcahuello,6,21,np,9,
Malalcahuello,6,21,np,27,
Malalcahuello,6,21,np,21,
Malalcahuello,6,21,np,67,
Malalcahuello,6,21,np,80,19
Malalcahuello,6,22,aa,38,9
Malalcahuello,6,22,aa,69,
Malalcahuello,6,22,aa,93,21
Malalcahuello,6,22,aa,48,
Malalcahuello,6,22,aa,84,
Malalcahuello,6,22,aa,64,
Malalcahuello,6,22,aa,71,
Malalcahuello,6,22,aa,57,
Malalcahuello,6,22,aa,58,
Malalcahuello,6,22,aa,35,
Malalcahuello,6,22,aa,93,
Malalcahuello,6,22,nd,12,2.5
Malalcahuello,6,22,nd,76,22
Malalcahuello,6,22,np,53,
Malalcahuello,6,22,np,59,
Malalcahuello,6,22,np,65,
Malalcahuello,6,23,aa,72,
Malalcahuello,6,23,aa,40,
Malalcahuello,6,23,aa,58,
Malalcahuello,6,23,aa,42,
Malalcahuello,6,23,aa,38,
Malalcahuello,6,23,aa,64,
Malalcahuello,6,23,aa,53,
Malalcahuello,6,23,aa,43,
Malalcahuello,6,23,aa,43,
Malalcahuello,6,23,aa,33,7
Malalcahuello,6,23,aa,85,25
Malalcahuello,6,23,aa,79,
Malalcahuello,6,23,aa,146,30
Malalcahuello,6,23,nd,69,20
Malalcahuello,6,23,np,58,22
Malalcahuello,6,23,np,57,
Malalcahuello,6,23,np,96,
Malalcahuello,6,24,aa,68,
Malalcahuello,6,24,aa,17,9
Malalcahuello,6,24,aa,72,24
Malalcahuello,6,24,np,37,
Malalcahuello,6,24,np,34,
Malalcahuello,6,24,np,29,
Malalcahuello,6,24,np,25,
Malalcahuello,6,24,np,31,
Malalcahuello,6,24,np,29,
Malalcahuello,6,24,np,16,18
Malalcahuello,6,24,np,23,
Malalcahuello,6,24,np,33,
Malalcahuello,6,24,np,30,
Malalcahuello,6,24,np,47,
Malalcahuello,6,24,np,26,
Malalcahuello,6,24,np,70,23
Malalcahuello,6,24,np,58,
Malalcahuello,6,24,np,39,
Malalcahuello,6,24,np,43,
Malalcahuello,6,25,np,55,
Malalcahuello,6,25,np,33,
Malalcahuello,6,25,np,28,
Malalcahuello,6,25,np,37,
Malalcahuello,6,25,np,53,20
Malalcahuello,6,25,np,32,
Malalcahuello,6,25,np,48,
Malalcahuello,6,25,np,57,
Malalcahuello,6,25,np,69,
Malalcahuello,6,25,np,43,
Malalcahuello,6,25,np,42,
Malalcahuello,6,25,np,46,
Malalcahuello,6,25,np,33,
Malalcahuello,6,25,np,44,
Malalcahuello,6,25,np,22,
Malalcahuello,6,25,np,38,
Malalcahuello,6,26,aa,82,20
Malalcahuello,6,26,aa,80,16
Malalcahuello,6,26,np,29,18
Malalcahuello,6,26,np,14,8
Malalcahuello,6,26,np,14,
Malalcahuello,6,26,np,44,
Malalcahuello,6,26,np,19,
Malalcahuello,6,26,np,41,
Malalcahuello,6,26,np,39,
Malalcahuello,6,26,np,20,
Malalcahuello,6,26,np,59,
Malalcahuello,6,27,aa,58,11
Malalcahuello,6,27,aa,44,
Malalcahuello,6,27,aa,21,4.5
Malalcahuello,6,27,aa,12,
Malalcahuello,6,27,aa,18,
Malalcahuello,6,27,aa,47,
Malalcahuello,6,27,aa,89,
Malalcahuello,6,27,aa,85,
Malalcahuello,6,27,aa,46,
Malalcahuello,6,27,aa,94,
Malalcahuello,6,27,np,36,
Malalcahuello,6,27,np,73,
Malalcahuello,6,27,np,83,
Malalcahuello,6,27,np,58,
Malalcahuello,6,27,np,44,
Malalcahuello,6,28,aa,123,23
Malalcahuello,6,28,aa,60,12
Malalcahuello,6,28,aa,55,
Malalcahuello,6,28,aa,49,
Malalcahuello,6,28,np,90,
Malalcahuello,6,28,np,106,25
Malalcahuello,6,28,np,93,
Malalcahuello,6,28,np,51,16
Malalcahuello,6,29,aa,76,
Malalcahuello,6,29,aa,63,20
Malalcahuello,6,29,aa,43,
Malalcahuello,6,29,aa,51,
Malalcahuello,6,29,aa,123,23
Malalcahuello,6,29,np,12,10
Malalcahuello,6,29,np,55,
Malalcahuello,6,29,np,61,21
Malalcahuello,6,29,np,9,
Malalcahuello,6,29,np,106,25
Malalcahuello,6,29,np,21,
Malalcahuello,6,30,aa,75,26
Malalcahuello,6,30,aa,34,13
Malalcahuello,6,30,aa,79,
Malalcahuello,6,30,aa,86,26
Malalcahuello,6,30,aa,68,
Malalcahuello,6,30,np,66,
Malalcahuello,6,30,np,42,
Malalcahuello,6,30,np,132,19
Malalcahuello,6,30,np,55,
Malalcahuello,6,30,np,105,
Malalcahuello,6,31,aa,89,26
Malalcahuello,6,31,aa,68,
Malalcahuello,6,31,np,32,
Malalcahuello,6,31,np,40,
Malalcahuello,6,31,np,26,28
Malalcahuello,6,31,np,33,
Malalcahuello,6,31,np,26,
Malalcahuello,6,31,np,27,
Malalcahuello,6,31,np,20,
Malalcahuello,6,31,np,41,
Malalcahuello,6,31,np,42,
Malalcahuello,6,31,np,53,
Malalcahuello,6,31,np,47,
Malalcahuello,6,31,np,95,24
Malalcahuello,6,31,np,80,
Malalcahuello,6,31,np,60,
Malalcahuello,6,31,np,35,
Malalcahuello,6,31,np,47,
Malalcahuello,6,31,np,16,
Malalcahuello,6,31,np,61,
Malalcahuello,6,31,np,54,
Malalcahuello,6,31,np,64,
Malalcahuello,6,31,np,20,18
Malalcahuello,6,32,np,29,
Malalcahuello,6,32,np,55,
Malalcahuello,6,32,np,74,
Malalcahuello,6,32,np,54,
Malalcahuello,6,32,np,24,
Malalcahuello,6,32,np,44,23
Malalcahuello,6,32,np,52,
Malalcahuello,6,32,np,46,
Malalcahuello,6,32,np,32,
Malalcahuello,6,32,np,45,
Malalcahuello,6,32,np,33,
Malalcahuello,6,32,np,36,
Malalcahuello,6,32,np,52,
Malalcahuello,6,32,np,46,
Malalcahuello,6,33,aa,51,
Malalcahuello,6,33,aa,44,
Malalcahuello,6,33,aa,22,
Malalcahuello,6,33,aa,33,
Malalcahuello,6,33,aa,29,
Malalcahuello,6,33,aa,41,
Malalcahuello,6,33,aa,80,
Malalcahuello,6,33,aa,31,
Malalcahuello,6,33,aa,63,
Malalcahuello,6,33,aa,26,9
Malalcahuello,6,33,np,12,
Malalcahuello,6,33,np,20,
Malalcahuello,6,33,np,17,
Malalcahuello,6,33,np,13,
Malalcahuello,6,33,np,28,
Malalcahuello,6,33,np,18,12
Malalcahuello,6,33,np,70,
Malalcahuello,6,34,aa,49,
Malalcahuello,6,34,aa,73,
Malalcahuello,6,34,aa,53,
Malalcahuello,6,34,aa,47,
Malalcahuello,6,34,aa,53,
Malalcahuello,6,34,aa,38,
Malalcahuello,6,34,aa,27,10
Malalcahuello,6,34,aa,148,24
Malalcahuello,6,34,np,13,7
Malalcahuello,6,34,np,18,
Malalcahuello,6,34,np,19,7.5
Malalcahuello,6,35,aa,70,
Malalcahuello,6,35,aa,46,
Malalcahuello,6,35,aa,62,23
Malalcahuello,6,35,aa,160,
Malalcahuello,6,35,aa,64,
Malalcahuello,6,35,aa,175,
Malalcahuello,6,35,np,11,5
Malalcahuello,6,35,np,22,16
Malalcahuello,6,35,np,10,
Malalcahuello,6,35,np,74,
Malalcahuello,6,35,np,105,
Malalcahuello,6,36,aa,54,
Malalcahuello,6,36,aa,52,
Malalcahuello,6,36,aa,49,18
Malalcahuello,6,36,aa,59,22
Malalcahuello,6,36,np,40,
Malalcahuello,6,36,np,45,
Malalcahuello,6,36,np,78,26
Malalcahuello,6,36,np,43,16
Malalcahuello,6,36,np,62,
Malalcahuello,6,36,np,60,
Malalcahuello,6,36,np,50,
El Naranjo,7,1,aa,78,
El Naranjo,7,1,aa,26,
El Naranjo,7,1,aa,38,
El Naranjo,7,1,aa,32,
El Naranjo,7,1,aa,55,12
El Naranjo,7,1,aa,77,
El Naranjo,7,1,aa,94,
El Naranjo,7,2,aa,33,5
El Naranjo,7,2,aa,76,
El Naranjo,7,2,aa,170,22
El Naranjo,7,2,aa,48,
El Naranjo,7,2,aa,50,
El Naranjo,7,2,aa,65,
El Naranjo,7,3,aa,121,
El Naranjo,7,3,aa,113,
El Naranjo,7,3,aa,76,
El Naranjo,7,3,aa,94,
El Naranjo,7,3,aa,105,
El Naranjo,7,3,aa,76,
El Naranjo,7,3,aa,67,
El Naranjo,7,3,aa,86,22.5
El Naranjo,7,4,aa,39,
El Naranjo,7,4,aa,44,
El Naranjo,7,4,aa,70,
El Naranjo,7,4,aa,40,
El Naranjo,7,4,aa,81,
El Naranjo,7,4,aa,43,
El Naranjo,7,4,aa,33,
El Naranjo,7,4,aa,43,
El Naranjo,7,4,aa,45,
El Naranjo,7,4,aa,109,
El Naranjo,7,4,aa,58,
El Naranjo,7,4,aa,72,
El Naranjo,7,4,aa,24,
El Naranjo,7,5,aa,54,
El Naranjo,7,5,aa,24,
El Naranjo,7,5,aa,45,10
El Naranjo,7,5,aa,51,
El Naranjo,7,5,aa,40,
El Naranjo,7,5,aa,19,
El Naranjo,7,5,aa,50,
El Naranjo,7,5,aa,64,
El Naranjo,7,6,aa,71,
El Naranjo,7,6,aa,115,
El Naranjo,7,6,aa,60,12
El Naranjo,7,6,aa,156,24
El Naranjo,7,6,np,46,21
El Naranjo,7,6,np,49,
El Naranjo,7,6,np,26,13
El Naranjo,7,7,aa,60,
El Naranjo,7,7,aa,42,
El Naranjo,7,7,aa,27,
El Naranjo,7,7,aa,67,13
El Naranjo,7,7,aa,38,
El Naranjo,7,7,aa,12,
El Naranjo,7,7,aa,71,
El Naranjo,7,7,aa,22,
El Naranjo,7,7,aa,30,
El Naranjo,7,7,aa,103,
El Naranjo,7,7,aa,73,
El Naranjo,7,7,aa,37,
El Naranjo,7,7,aa,28,
El Naranjo,7,7,aa,81,
El Naranjo,7,7,aa,87,
El Naranjo,7,8,aa,61,
El Naranjo,7,8,aa,74,
El Naranjo,7,8,aa,87,16
El Naranjo,7,8,aa,75,
El Naranjo,7,8,aa,23,
El Naranjo,7,8,aa,79,
El Naranjo,7,8,aa,21,
El Naranjo,7,8,aa,27,
El Naranjo,7,8,aa,7,2
El Naranjo,7,8,aa,85,
El Naranjo,7,8,aa,78,
El Naranjo,7,9,aa,39,
El Naranjo,7,9,aa,85,11.5
El Naranjo,7,9,aa,96,
El Naranjo,7,9,aa,64,
El Naranjo,7,9,aa,153,
El Naranjo,7,10,aa,76,
El Naranjo,7,10,aa,79,
El Naranjo,7,10,aa,73,
El Naranjo,7,10,aa,124,
El Naranjo,7,10,aa,48,
El Naranjo,7,10,aa,83,
El Naranjo,7,10,aa,50,
El Naranjo,7,10,aa,166,22
El Naranjo,7,10,aa,47,15
El Naranjo,7,10,aa,73,
El Naranjo,7,10,aa,153,
El Naranjo,7,11,aa,76,
El Naranjo,7,11,aa,85,
El Naranjo,7,11,aa,11,
El Naranjo,7,11,aa,65,
El Naranjo,7,11,aa,68,17.5
El Naranjo,7,11,aa,62,
El Naranjo,7,11,aa,28,
El Naranjo,7,11,aa,20,
El Naranjo,7,12,aa,50,
El Naranjo,7,12,aa,66,
El Naranjo,7,12,aa,33,7.5
El Naranjo,7,12,aa,59,
El Naranjo,7,12,aa,54,
El Naranjo,7,12,aa,34,
El Naranjo,7,12,aa,64,
El Naranjo,7,12,aa,196,18
El Naranjo,7,12,aa,45,
El Naranjo,7,13,aa,84,
El Naranjo,7,13,aa,75,
El Naranjo,7,13,aa,153,
El Naranjo,7,13,aa,106,16
El Naranjo,7,14,aa,51,
El Naranjo,7,14,aa,81,
El Naranjo,7,14,aa,83,
El Naranjo,7,14,aa,16,5
El Naranjo,7,14,aa,81,
El Naranjo,7,14,aa,96,16
El Naranjo,7,14,aa,56,
El Naranjo,7,14,aa,48,
El Naranjo,7,15,aa,42,
El Naranjo,7,15,aa,52,
El Naranjo,7,15,aa,63,
El Naranjo,7,15,aa,83,
El Naranjo,7,15,aa,165,
El Naranjo,7,15,aa,115,
El Naranjo,7,15,aa,76,15
El Naranjo,7,15,aa,63,
El Naranjo,7,16,aa,60,
El Naranjo,7,16,aa,77,
El Naranjo,7,16,aa,54,
El Naranjo,7,16,aa,25,6
El Naranjo,7,16,aa,49,
El Naranjo,7,16,aa,64,
El Naranjo,7,16,aa,86,
El Naranjo,7,16,aa,165,21
El Naranjo,7,16,aa,81,
El Naranjo,7,16,aa,58,
El Naranjo,7,16,aa,47,
El Naranjo,7,17,aa,75,
El Naranjo,7,17,aa,64,
El Naranjo,7,17,aa,32,
El Naranjo,7,17,aa,48,
El Naranjo,7,17,aa,74,
El Naranjo,7,17,aa,88,
El Naranjo,7,17,aa,48,
El Naranjo,7,17,aa,50,
El Naranjo,7,17,aa,43,
El Naranjo,7,17,aa,64,10
El Naranjo,7,17,aa,165,
El Naranjo,7,18,aa,75,
El Naranjo,7,18,aa,175,14
El Naranjo,7,18,aa,100,
El Naranjo,7,18,aa,72,
El Naranjo,7,18,aa,78,
El Naranjo,7,18,aa,7,2
El Naranjo,7,19,aa,58,
El Naranjo,7,19,aa,55,
El Naranjo,7,19,aa,38,
El Naranjo,7,19,aa,41,
El Naranjo,7,19,aa,22,
El Naranjo,7,19,aa,21,
El Naranjo,7,19,aa,79,
El Naranjo,7,19,aa,7,3.2
El Naranjo,7,19,aa,14,
El Naranjo,7,19,aa,13,
El Naranjo,7,19,aa,159,37
El Naranjo,7,19,aa,102,
El Naranjo,7,20,aa,34,
El Naranjo,7,20,aa,26,
El Naranjo,7,20,aa,47,
El Naranjo,7,20,aa,168,
El Naranjo,7,20,aa,78,
El Naranjo,7,20,aa,93,
El Naranjo,7,20,aa,57,
El Naranjo,7,20,aa,51,
El Naranjo,7,20,aa,26,
El Naranjo,7,20,aa,60,9
El Naranjo,7,21,aa,90,
El Naranjo,7,21,aa,93,
El Naranjo,7,21,aa,79,
El Naranjo,7,21,aa,55,14
El Naranjo,7,21,aa,48,
El Naranjo,7,21,aa,100,
El Naranjo,7,21,aa,70,
El Naranjo,7,21,aa,77,
El Naranjo,7,21,aa,100,
El Naranjo,7,21,aa,79,
El Naranjo,7,21,aa,100,
El Naranjo,7,21,aa,136,22
El Naranjo,7,21,aa,92,
El Naranjo,7,21,aa,100,
El Naranjo,7,22,aa,67,13
El Naranjo,7,22,aa,94,
El Naranjo,7,22,aa,11,
El Naranjo,7,22,aa,13,
El Naranjo,7,22,aa,74,
El Naranjo,7,22,aa,24,
El Naranjo,7,22,aa,51,
El Naranjo,7,22,aa,94,
El Naranjo,7,22,aa,61,
El Naranjo,7,22,aa,100,
El Naranjo,7,22,aa,55,
El Naranjo,7,22,aa,73,
El Naranjo,7,22,aa,90,
El Naranjo,7,22,aa,93,
El Naranjo,7,22,aa,101,
El Naranjo,7,22,aa,78,
El Naranjo,7,22,aa,82,
El Naranjo,7,22,aa,136,22
El Naranjo,7,23,aa,21,
El Naranjo,7,23,aa,15,
El Naranjo,7,23,aa,19,
El Naranjo,7,23,aa,108,
El Naranjo,7,23,aa,136,22
El Naranjo,7,23,aa,52,
El Naranjo,7,23,aa,29,7.5
El Naranjo,7,23,aa,41,
El Naranjo,7,23,aa,57,
El Naranjo,7,23,aa,90,
El Naranjo,7,23,aa,77,
El Naranjo,7,23,aa,118,
